name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2024-12-10,44,30.5,34.4,39.2,19.9,27.1,23.4,64.1,0,0,0,,0,0,21.9,14.9,293.8,1013.6,89.8,9.9,10.3,0.9,1,10,2024-12-10T07:07:53,2024-12-10T16:19:24,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-11,32.8,14.4,26.7,22.8,-1.7,15.8,13.5,57.4,0,0,0,snow,0.8,0,37.2,21.1,273.2,1014.6,79.1,9.8,16.8,1.4,1,10,2024-12-11T07:08:43,2024-12-11T16:19:31,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-12,15.8,4.6,11.2,6.3,-12.7,-2.7,-5.6,46.3,0,0,0,,0,0,33.1,19.8,273.7,1030,62.3,9.9,23.9,2.2,2,10,2024-12-12T07:09:30,2024-12-12T16:19:40,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-13,27.7,8.2,19.2,19.5,-4.1,10,6.6,57.5,0,0,0,,0,0,20.6,11.9,59.5,1038.8,54,9.9,22.6,2,1,10,2024-12-13T07:10:16,2024-12-13T16:19:52,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-14,40.1,25.8,33.6,34.1,16.5,25.1,22.6,64.7,0.182,100,29.17,rain,0,0,26.4,16.3,115.8,1032.6,86.7,9,18.2,1.5,1,10,2024-12-14T07:11:01,2024-12-14T16:20:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-15,45.7,39.3,43,42.9,32.3,39,40.7,91.6,0.074,100,20.83,rain,0,0.1,28,11.1,173.2,1021.2,100,4.5,8.3,0.7,0,10,2024-12-15T07:11:43,2024-12-15T16:20:22,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-16,52.6,38.1,45.5,52.6,30,41.2,42,87.4,0.019,100,12.5,rain,0,0,32.2,20.4,233.5,1014,88.5,5.9,11.1,0.9,1,10,2024-12-16T07:12:23,2024-12-16T16:20:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-17,39.2,34.2,36.4,35.3,25.3,30.6,29,74.4,0,0,0,,0,0,23.9,15.5,262.1,1023,71.1,9.9,23.7,2.1,1,10,2024-12-17T07:13:02,2024-12-17T16:21:01,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-18,36.1,26.6,32.4,29.9,18.4,24.3,23.3,69.5,0,0,0,,0,0,25.3,14.7,323.5,1026.4,88.3,9.4,15.3,1.4,1,10,2024-12-18T07:13:39,2024-12-18T16:21:25,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-19,33.8,26.4,30.1,28.3,20.1,23.6,20.3,67.2,0.042,100,20.83,"rain,snow",0.3,0,27.2,14.5,167.6,1023.7,96.7,8.1,16.4,1.5,1,10,2024-12-19T07:14:13,2024-12-19T16:21:50,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-20,34.7,24.5,31.8,33.8,12.9,22.5,24.9,75.9,0.039,100,16.67,"rain,snow",1.9,0.2,36.2,21.2,350.8,1022.5,81,7.4,17.4,1.5,3,10,2024-12-20T07:14:46,2024-12-20T16:22:18,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-21,26.3,16.6,21.7,26.3,6.1,14.3,10.4,62.3,0,0,0,,0,0.3,22.4,10.5,331.5,1032.5,43,9.9,24.5,2.1,1,10,2024-12-21T07:15:16,2024-12-21T16:22:47,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-22,33.8,17,26.9,25.7,11,19.9,18,68.9,0,0,0,,0,0.2,33.3,17.4,173.2,1028.8,68.3,9.9,22.5,2.1,1,10,2024-12-22T07:15:45,2024-12-22T16:23:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-23,41,32.9,37.1,40.3,22.4,30,27.2,67.2,0,0,0,,0,0.1,29.8,16.8,205.4,1020.2,96.5,9.9,5.8,0.5,0,10,2024-12-23T07:16:11,2024-12-23T16:23:54,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-24,38.5,34,36.2,34.3,26.7,30.2,27.6,71.3,0,0,0,,0,0,17.7,13.8,13.1,1027.1,97,8.9,18.9,1.5,1,10,2024-12-24T07:16:35,2024-12-24T16:24:30,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-25,38.9,34.3,36.7,34.9,29.6,32,30.2,77.2,0,0,0,,0,0,16.3,10.1,80.4,1025.9,100,7.5,13,1.1,1,10,2024-12-25T07:16:57,2024-12-25T16:25:08,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-26,48.5,38.7,44.8,45.4,35.4,41.4,41.8,89.3,0.022,100,16.67,rain,0,0,24.2,10.8,150.2,1021.9,100,4.2,9.2,0.8,1,10,2024-12-26T07:17:16,2024-12-26T16:25:48,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-27,52.7,46.7,49.1,52.7,43.3,46.8,45.1,86.3,0.21,100,45.83,rain,0,0,24.2,13.3,139.9,1011.4,99.9,6.7,7,0.7,0,10,2024-12-27T07:17:33,2024-12-27T16:26:31,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-28,52.5,45.9,49.5,52.5,41.8,47.9,43.3,79.5,0.01,100,12.5,rain,0,0,38.8,19.6,233.4,1012.5,88.6,9.4,21.1,1.9,1,10,2024-12-28T07:17:48,2024-12-28T16:27:15,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-29,47.5,37.5,43.6,44.1,29.7,38.1,40.1,87.6,0.526,100,50,rain,0,0,25.9,14.9,4.3,1006.3,97.6,7.6,2.7,0.1,0,10,2024-12-29T07:18:01,2024-12-29T16:28:01,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-30,41.5,33.4,37.9,39.9,26,33.3,33.3,83.6,0,0,0,,0,0,16.3,11.8,255.8,1008.3,81,8.9,33.5,2.8,2,10,2024-12-30T07:18:12,2024-12-30T16:28:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2024-12-31,42.1,35.5,39,36.7,26.7,30.8,34.2,82.8,0.498,100,70.83,rain,0,0,34.2,21.9,8.3,1007.1,99.9,8.6,7.4,0.7,0,10,2024-12-31T07:18:20,2024-12-31T16:29:38,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-01,35.5,24.9,30.2,28.1,12.4,19.7,19.3,63.5,0.029,100,4.17,"rain,snow",0,0,30.5,17.9,279.8,1019.8,96.8,9.8,16.8,1.3,1,10,2025-01-01T07:18:25,2025-01-01T16:30:30,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-02,32.7,24.9,28.3,26.4,13.6,19.3,16.1,60.8,0.001,100,4.17,"rain,snow",0.1,0,24.2,12.8,274.8,1024.5,88.7,9.4,29.9,2.6,3,10,2025-01-02T07:18:29,2025-01-02T16:31:23,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-03,26.5,19.8,23.9,17.3,8.3,12.4,10.8,57.5,0,0,0,snow,0.3,0,29.8,18.2,296.4,1025.4,50.2,9.8,29,2.6,2,10,2025-01-03T07:18:30,2025-01-03T16:32:18,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-04,24.9,13.6,19.2,16.4,1,8.3,1.7,46.8,0,0,0,,0,0,26.6,12.1,296.2,1028.2,42.5,9.9,32.6,3,2,10,2025-01-04T07:18:29,2025-01-04T16:33:14,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-05,27.3,16.8,20.8,19.5,6.4,11.1,5.5,52.8,0.006,100,8.33,snow,0.1,0,26.8,14.7,357,1024,90.8,9.4,23.5,2,1,10,2025-01-05T07:18:25,2025-01-05T16:34:11,0.21,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-06,31.3,22.6,27.4,19.9,10.5,15.5,21,76.8,0.003,100,8.33,"rain,snow",2.8,0,33.3,20.4,357.5,1022.3,99.2,8.5,12.7,1,1,10,2025-01-06T07:18:19,2025-01-06T16:35:11,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-07,26.7,16.7,22.1,21.1,7.7,13.5,11.4,63.3,0,0,0,snow,0.6,0,20.1,13.1,318.2,1031.3,66.2,9.9,35,3.2,1,10,2025-01-07T07:18:11,2025-01-07T16:36:11,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-08,26.5,14.8,20.9,19.3,5.6,13,7.8,57.4,0,0,0,,0,0.1,19.2,11,301.3,1027.8,47.2,9.9,29.7,2.6,1,10,2025-01-08T07:18:00,2025-01-08T16:37:13,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-09,28.3,14.8,21.2,18.5,7,12.6,8.6,58.5,0,0,0,snow,0.2,0.2,31.1,13.8,202.6,1024.6,34.4,9.9,35.4,3.2,2,10,2025-01-09T07:17:47,2025-01-09T16:38:16,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-10,29.9,20.9,26.8,23.7,8.2,18.2,21.3,79.8,0.063,100,41.67,"rain,snow",0.7,0.7,23.3,13.4,223.2,1013.2,98.1,4.1,7.9,0.7,0,10,2025-01-10T07:17:32,2025-01-10T16:39:21,0.39,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-11,32.7,26.8,29.5,25.3,17.4,21.5,21.3,71.4,0,0,0,,0,1,23,12.5,243.7,1010.4,93.6,9.4,34.1,3,2,10,2025-01-11T07:17:14,2025-01-11T16:40:26,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-12,35.5,22.8,30.3,25.5,8.7,19.6,22.9,74.1,0.024,100,16.67,"rain,snow",0.3,1.2,32,21.7,228.7,1010.4,96.7,7.5,10.4,0.8,1,10,2025-01-12T07:16:54,2025-01-12T16:41:33,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-13,20.6,9.9,15.5,6.9,-7.3,1.2,3.8,59.7,0,0,0,,0,0.6,27.9,18.5,265,1021.6,15.4,9.9,49.1,4.3,3,10,2025-01-13T07:16:32,2025-01-13T16:42:41,0.5,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-14,16.8,10.7,14.3,6.9,-4.1,2.5,3.3,61.9,0.002,100,4.17,snow,0.2,0.7,31.5,18.2,289.3,1027.8,51.2,8.4,44.9,3.8,3,10,2025-01-14T07:16:07,2025-01-14T16:43:49,0.53,"Snow, Partially cloudy",Clearing in the afternoon with morning snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-15,19.7,5.1,12.9,6.2,-7.2,0,2.4,62.9,0,0,0,,0,0.9,30.5,17.4,228,1029.5,39.7,9.6,48.3,4.2,3,10,2025-01-15T07:15:41,2025-01-15T16:44:59,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-16,38.6,18.9,30.5,31.8,5.7,21.5,20.2,65.7,0.002,100,4.17,snow,0.1,1,26.4,16.4,270.7,1014.2,86,9.3,28.2,2.5,3,10,2025-01-16T07:15:12,2025-01-16T16:46:09,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-17,46.4,26.8,36.9,38.2,19,29.1,25.8,65,0,0,0,,0,0,39,23.7,201.4,1007.6,52.3,9.9,39.8,3.4,2,10,2025-01-17T07:14:40,2025-01-17T16:47:21,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-18,41.6,19.3,30.5,35.4,5.3,20.4,13.3,49.3,0,0,0,,0,0,33.8,20.9,336.5,1013.1,86,9.9,47,4.1,4,10,2025-01-18T07:14:07,2025-01-18T16:48:33,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-19,17,2.7,8.8,1.8,-15.6,-7.4,-9.1,43.4,0,0,0,,0,0,27.3,16.7,315.2,1025.8,57.1,9.9,54.9,4.7,5,10,2025-01-19T07:13:31,2025-01-19T16:49:45,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-20,12.2,-0.5,5.2,-3.9,-18.5,-11,-10.9,47.3,0,0,0,,0,0,30,18.5,275.4,1033.7,37.2,9.8,49.6,4.3,4,10,2025-01-20T07:12:54,2025-01-20T16:50:59,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-21,1.9,-6.4,-1.3,-14,-26.4,-19.6,-16.6,47.6,0,0,0,,0,0,25.7,16.7,260.1,1036,18.4,9.9,59.1,5,4,10,2025-01-21T07:12:14,2025-01-21T16:52:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,KPWK,74466504838"
"Chicago, IL, United States",2025-01-22,25,-0.1,14.9,16.6,-19.3,0.3,2.5,57.7,0.004,100,8.33,snow,0.1,0,31.1,20,204.8,1023.5,93.3,8.2,23.9,2,1,10,2025-01-22T07:11:32,2025-01-22T16:53:27,0.78,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-23,25.6,10.6,19.6,16,-0.5,8,9.6,65.8,0.001,100,4.17,snow,0.2,0.1,30,15.6,294.7,1023.5,36.3,8.1,53,4.6,5,10,2025-01-23T07:10:48,2025-01-23T16:54:42,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-24,22.8,3.5,14.2,11.4,-7.1,2.9,2.5,60.7,0,0,0,,0,0,25.1,15.4,219.4,1025.3,28.8,9.9,54,4.7,4,10,2025-01-24T07:10:02,2025-01-24T16:55:58,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-25,42.6,22.7,31,34.1,10.7,20.9,15.8,53.5,0,0,0,,0,0,37.9,23.9,249.7,1020.6,85.3,9.9,56.1,4.8,4,10,2025-01-25T07:09:14,2025-01-25T16:57:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-26,31.8,19.5,25.1,23.4,8.3,16.3,9.3,51.1,0,0,0,,0,0,26.4,13.9,276.8,1027,61.6,9.9,56.6,4.9,4,10,2025-01-26T07:08:24,2025-01-26T16:58:30,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-27,44,18.2,31.9,36.3,6.6,22,10.6,42.4,0,0,0,,0,0,39.2,24.4,247.3,1014.1,27.6,9.9,64.7,5.7,5,10,2025-01-27T07:07:32,2025-01-27T16:59:46,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-28,48,28.8,39.5,41.5,22.6,32.6,21.4,48.7,0,0,0,,0,0,39.1,22.4,249.7,1006,21.7,9.9,54.7,4.8,4,10,2025-01-28T07:06:39,2025-01-28T17:01:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-29,47.7,36.7,41.4,41.7,28.8,35.3,22.4,47.3,0,0,0,,0,0,29.4,17.5,283.5,1011.8,29.2,9.9,60.8,5.2,4,10,2025-01-29T07:05:43,2025-01-29T17:02:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-01-30,49.2,29.2,39.4,43.4,25.3,35.2,28.6,67.2,0.265,100,29.17,rain,0,0,26.8,16.6,202.6,1013.9,60.2,8.1,36.9,3.3,3,10,2025-01-30T07:04:46,2025-01-30T17:03:37,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-01-31,40.8,34.8,38.5,38.5,24.7,31.1,34.4,85.5,0.809,100,58.33,rain,0,0,32.2,22.7,29.9,1009.9,84.2,4.9,8.3,0.7,1,10,2025-01-31T07:03:47,2025-01-31T17:04:54,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-01,34.7,30.4,32.2,25.3,19.6,22.4,21.3,63.8,0,0,0,,0,0,26.4,16.9,76.3,1025.7,90.8,9.9,45.4,3.9,2,10,2025-02-01T07:02:46,2025-02-01T17:06:12,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-02,44.3,31.8,38.9,44.3,21.3,33.2,31.9,75.8,0,0,0,,0,0,25.7,15.1,187.6,1016,98.4,9.6,24.5,2.2,2,10,2025-02-02T07:01:43,2025-02-02T17:07:29,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-03,46.3,34.6,40.3,42.7,24.6,34.5,35.9,84.5,0,0,0,,0,0,31.1,18.2,6.9,1013.5,96.3,7,13.2,1.3,1,10,2025-02-03T07:00:39,2025-02-03T17:08:46,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-04,33.9,24.3,27.8,24.7,11.8,17.1,17.3,64.6,0,0,0,,0,0,30.2,18.1,5.7,1029.9,79.1,9.9,23.6,2.1,1,10,2025-02-04T06:59:33,2025-02-04T17:10:04,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-05,31.8,26.7,28.8,22.6,15,18.7,18.4,65.2,0.008,100,8.33,"rain,snow",0,0,26.6,15.6,90.6,1024.2,99.4,8.9,26,2.2,2,10,2025-02-05T06:58:25,2025-02-05T17:11:21,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-06,38.3,29.8,33.2,30.5,17.6,24.7,24.1,71.1,0.003,100,4.17,"rain,snow",0.2,0,37,21.8,267.7,1013.4,75.6,7.9,35.1,2.9,2,10,2025-02-06T06:57:16,2025-02-06T17:12:39,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-07,32.7,20.5,26.5,30,9.9,19.8,5.3,40,0,0,0,,0,0,31,16.1,295.5,1025.9,75.4,9.9,60.7,5.1,3,10,2025-02-07T06:56:05,2025-02-07T17:13:56,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,72212604879,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-08,33.2,28.5,31.1,26.1,21.2,23.4,19.9,63.9,0.002,100,4.17,"rain,snow",0.3,0,21.9,13.3,71,1017.1,99.7,8.9,11.5,0.9,1,10,2025-02-08T06:54:53,2025-02-08T17:15:13,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-09,32.1,23.9,27.9,29.9,11.7,19.9,14.8,58.2,0,0,0,,0,0,23.5,14.8,308,1027.8,70,9.9,76.7,6.7,4,10,2025-02-09T06:53:39,2025-02-09T17:16:30,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-10,34.9,18.6,26.4,31.4,12,20,7.6,45.7,0,0,0,,0,0,17.2,8.4,254,1032.6,48.4,9.9,116.3,10,6,10,2025-02-10T06:52:24,2025-02-10T17:17:47,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-11,29,24.3,26.1,29,11.7,16.3,16,65.6,0,0,0,,0,0,27.3,16.2,21.7,1026.3,99.8,9.4,22.3,1.9,1,10,2025-02-11T06:51:08,2025-02-11T17:19:04,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-12,28.8,24.3,26.8,20.2,12,16,20.4,76.6,0.073,100,37.5,"rain,snow",1.1,0.8,26.6,17.3,53.4,1015.9,100,5.4,8.6,0.6,0,10,2025-02-12T06:49:50,2025-02-12T17:20:20,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-13,26.8,8.3,17.9,18.6,-5,4.6,7.6,64.4,0,0,0,snow,0.6,2.6,28.2,19.3,283.8,1024.9,46.7,9.2,84.9,7.2,5,10,2025-02-13T06:48:31,2025-02-13T17:21:36,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-14,26,5.5,16.4,16.2,-6.7,5.9,4.6,60.6,0.055,100,16.67,snow,1.5,1.4,24.4,13.9,158.6,1034.1,72.9,8.8,51.2,4.4,3,10,2025-02-14T06:47:10,2025-02-14T17:22:52,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-15,34.6,27.7,31.5,34.6,17,25.3,24.2,74.2,0.003,100,8.33,"rain,snow",0,3.6,29.3,21.7,23.2,1013.6,100,9,22.8,1.9,1,10,2025-02-15T06:45:48,2025-02-15T17:24:08,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
